category,names,tot_points,n_races,final_rank
f35-39,AMANDA ATTRELL,0.0,1,17
f35-39,AMBER WEST,0.0,1,17
f35-39,ANA FOLLETET,0.0,1,17
f35-39,ANDREA GARCÍA,0.0,1,17
f35-39,ANDREA THOMPSON,0.0,1,17
f35-39,ASHLEY WILSON,0.0,1,17
f35-39,ATIEH DANESHIAN EIRED MOUSA,0.0,1,17
f35-39,BRITTNEY DRYSDALE,0.0,1,17
f35-39,CAITLIN LEACH,0.0,1,17
f35-39,CAITLIN WOELLER,0.0,1,17
f35-39,CARLY BAUTISTA,0.0,1,17
f35-39,CHANEL CHADA,0.0,2,17
f35-39,CHELSEA HICKS-WEBSTER,0.0,1,17
f35-39,CHRISTINA PAGEAU,0.0,1,17
f35-39,CLARISSA LIRA,0.0,1,17
f35-39,DAISY MORRIS,0.0,1,17
f35-39,DANIELLE DOUGLAS,0.0,1,17
f35-39,ELISA STACY,0.0,1,17
f35-39,EMILY MCCAULEY,0.0,1,17
f35-39,EMMA BIGELOW,0.0,1,17
f35-39,EMMA GORBEY,0.0,1,17
f35-39,ERESHA DICKSON,0.0,1,17
f35-39,ERIN ATKINSON,0.0,1,17
f35-39,FARRA KURNIAWAN,0.0,1,17
f35-39,FIONA HAUBER,0.0,1,17
f35-39,GABRIELA RODRIGUEZ HERRERA,0.0,1,17
f35-39,GHADEIR MADLOL,0.0,1,17
f35-39,GIOVANNA GALUPPO,0.0,1,17
f35-39,GWYNETH THOMSON,0.0,1,17
f35-39,HAORAN ZHOU,0.0,1,17
f35-39,HAYLEY VALLEAU,0.0,1,17
f35-39,INGE SCHOEMAN,0.0,1,17
f35-39,ISABEL RITCHIE,0.0,1,17
f35-39,JADE ELLIS,0.0,1,17
f35-39,JAMIE BELL,0.0,1,17
f35-39,JAMIE IKOLA,0.0,2,17
f35-39,JEN QUIRK,0.0,1,17
f35-39,JENNIFER THORNEY,0.0,1,17
f35-39,JENNIFER WOOD,0.0,1,17
f35-39,JESSE BETTIO,0.0,1,17
f35-39,JESSICCA MACINTOSH,0.0,1,17
f35-39,JIEHUA YUAN,0.0,1,17
f35-39,JULIA HYNES,0.0,1,17
f35-39,JULIANA BERGIN,0.0,1,17
f35-39,K MORAN,0.0,1,17
f35-39,KAITLYN CHAPMAN,0.0,1,17
f35-39,KAREN CACERES PONCE DE LEON,0.0,1,17
f35-39,KELLY VERE,0.0,1,17
f35-39,KERRI BEATON,0.0,1,17
f35-39,LAURA WAITE,0.0,1,17
f35-39,LAUREN HANKE,0.0,1,17
f35-39,LINDSAY DROVER,0.0,1,17
f35-39,LINDSAY JONES,0.0,1,17
f35-39,MADDIE TURRIFF,0.0,1,17
f35-39,MAUDE AMYOT,0.0,1,17
f35-39,MEREDITH FEAR,0.0,1,17
f35-39,MICHELLE MENDOZA,0.0,1,17
f35-39,NATOYA MAYNARD,0.0,1,17
f35-39,NICOLA MCISAAC,0.0,1,17
f35-39,REBECCA FORTIG,0.0,1,17
f35-39,SACCHA DE SANTIS,0.0,1,17
f35-39,SARA HELMI,0.0,1,17
f35-39,SHIRLEY ZHOU,0.0,1,17
f35-39,STACIE KLING,0.0,1,17
f35-39,STEFANIA PALLOTTA,0.0,1,17
f35-39,STEPHANIE ROVIG,0.0,1,17
f35-39,TAYLOR WILLIAMS,0.0,1,17
f35-39,VINIDHRA VAITHEESWARAN,0.0,1,17
f35-39,VIVIAN CHAN,0.0,1,17
f35-39,ZAHIDA MEGHJI,0.0,1,17
f35-39,ZOE KAMENZ,0.0,1,17
f40-44,JENNIFER HERNANDEZ,200.0,2,1
f40-44,ANGELA MANICCIA,180.0,2,2
f40-44,KATHERINE YARDLEY,160.0,2,3
f40-44,LAURA-LEE MAJANO,160.0,2,3
f40-44,NADINE JENSEN,155.0,2,4
f40-44,JESSICA CATTON RINALDI,130.0,2,5
f40-44,BROOK NOBLE,100.0,1,6
f40-44,CARLEY SOMERSET,100.0,1,6
f40-44,JODY YOKEN,100.0,1,6
f40-44,JULIE CARON,100.0,1,6
f40-44,MARIE-CLAUDINE BOUCHER,100.0,1,6
f40-44,ROSLYN WEIR,100.0,1,6
f40-44,CARLY THOMPSON,90.0,1,7
f40-44,CAROLINE DE FARIA OLIVEIRA FERREIRA,90.0,1,7
f40-44,CLAIRE WRIGHT,90.0,1,7
f40-44,KYLA STOCKDALE,90.0,1,7
f40-44,MEG WALKER,90.0,1,7
f40-44,NATASJA VILLER,90.0,1,7
f40-44,BARBARA COOPMAN,85.0,1,8
f40-44,HEATHER REPETSKI,85.0,1,8
f40-44,LAURA MCKERCHER,85.0,1,8
f40-44,MEG MACPHERSON,85.0,1,8
f40-44,MICHELLE VAN WALRAVEN,85.0,1,8
f40-44,NICOLE ARISS,85.0,1,8
f40-44,SUZIE BURTON,85.0,1,8
f40-44,CAROLINE FERREIRA,80.0,1,9
f40-44,CAROLYN SEMENIUK,80.0,1,9
f40-44,RACHEL COENS,80.0,1,9
f40-44,REENA CHADA LOBO,80.0,1,9
f40-44,ERICA BURTON,75.0,1,10
f40-44,INDRE LIUTKUS,75.0,1,10
f40-44,LAURA MARCUS,75.0,1,10
f40-44,LAUREN FLOWERS,75.0,1,10
f40-44,MARY BETH BACKEWICH,75.0,1,10
f40-44,MICHELLE SAULS,75.0,1,10
f40-44,SARAH O'CONNELL,75.0,1,10
f40-44,STEPHANIE CROSS,75.0,1,10
f40-44,ANNIE DUCAS,70.0,1,11
f40-44,BRITTA GARDINER,70.0,1,11
f40-44,COSETTE DEROME,70.0,1,11
f40-44,DAYNA MACNEILL,70.0,1,11
f40-44,LINDSAY WADUCK,70.0,1,11
f40-44,MICHELLE KARAM,70.0,1,11
f40-44,AMY ARCHER,65.0,1,12
f40-44,CHRISTINE KELLY,65.0,1,12
f40-44,GILL GERMAN,65.0,2,12
f40-44,HEATHER KEMP,65.0,1,12
f40-44,JACQUELINE LUKINGS,65.0,1,12
f40-44,KRISTY MULLIGAN,65.0,1,12
f40-44,MICHELLE WEIR,65.0,1,12
f40-44,VANESSA SILVA,65.0,1,12
f40-44,ARIEL AMARAL,60.0,1,13
f40-44,CARLA BAPTISTA,60.0,1,13
f40-44,DIANE SPILLER,60.0,1,13
f40-44,MAGGIE KUBAT,60.0,1,13
f40-44,MEGAN TOWNS,60.0,1,13
f40-44,MEGHAN GRONDIN-STOCKS,60.0,1,13
f40-44,REBEKAH KING,60.0,1,13
f40-44,AMBER-LYNN RENTON,55.0,1,14
f40-44,DANIELLE GERVAIS,55.0,1,14
f40-44,DEBI WADE,55.0,1,14
f40-44,FRAN WINTERS,55.0,1,14
f40-44,IRINA DUBINSKI,55.0,2,14
f40-44,LEIGH ANNE MARTIN,55.0,1,14
f40-44,MARIANA FERREIRA,55.0,1,14
f40-44,TESSA VLAANDEREN,55.0,1,14
f40-44,ANDREA VONGPHACHANH,50.0,1,15
f40-44,ANGELA STEWART,50.0,1,15
f40-44,CANDACE HALES,50.0,1,15
f40-44,DANIELLE BISCHOF,50.0,1,15
f40-44,FIONA MCLEAN,50.0,1,15
f40-44,NIKI SAHNI,50.0,1,15
f40-44,SARAH DUFF,50.0,2,15
f40-44,SHAYNA SINGH,50.0,1,15
f40-44,AISHA CHIANDET,0.0,1,16
f40-44,ALANNA HARMAN,0.0,1,16
f40-44,ANDREA HARPER,0.0,1,16
f40-44,ANIA SMOLENSKAIA,0.0,1,16
f40-44,ASHLEY ADLER WATT,0.0,1,16
f40-44,ASHLEY GILLARD,0.0,1,16
f40-44,CAMILLA ROZANSKI,0.0,1,16
f40-44,CAROLYN PERKINS,0.0,1,16
f40-44,CAYLEIGH MURTAUGH,0.0,1,16
f40-44,CHRISTINE CONSTANTINO,0.0,1,16
f40-44,CLAUDIA BROWN,0.0,1,16
f40-44,COURTNEY STEELE,0.0,1,16
f40-44,DIPTA BAIDYA,0.0,1,16
f40-44,EVELYN PAU,0.0,1,16
f40-44,GINA MONTIEL,0.0,1,16
f40-44,GRACE SOTO,0.0,1,16
f40-44,HEATHER ROLLWAGEN,0.0,1,16
f40-44,HEDIEH BERAHMAND,0.0,1,16
f40-44,HELEN CESCHIA,0.0,2,16
f40-44,JACKIE ALLEN,0.0,1,16
f40-44,JACLYN KANE,0.0,1,16
f40-44,JANELLE REYES,0.0,1,16
f40-44,JENN CHEN,0.0,1,16
f40-44,JESSICA KUHN,0.0,1,16
f40-44,JULIA MACLEOD,0.0,1,16
f40-44,JULIA MYER,0.0,1,16
f40-44,KAREN MESCI,0.0,1,16
f40-44,KAREN SWYSZCZ,0.0,1,16
f40-44,KATE ALLEN,0.0,1,16
f40-44,KATIE ROOYAKKERS,0.0,1,16
f40-44,LAURA MAXWELL,0.0,1,16
f40-44,LAURA RITCHIE,0.0,1,16
f40-44,LAURA SORIA,0.0,1,16
f40-44,LAURA U,0.0,1,16
f40-44,LINDSAY HACKER,0.0,2,16
f40-44,LORRA KAPTEYN,0.0,2,16
f40-44,MANDIE FREIRE,0.0,1,16
f40-44,MARYNA GORELIK,0.0,1,16
f40-44,MEG ST JOHN,0.0,1,16
f40-44,MEGAN SNIDER,0.0,1,16
f40-44,MEGHAN OMARA,0.0,1,16
f40-44,MELINDA MAGGISANO,0.0,1,16
f40-44,MELISSA WAKEM,0.0,2,16
f40-44,MIA ST-AUBIN,0.0,1,16
f40-44,MICHELLE MOORCROFT,0.0,1,16
f40-44,MISHA WEE ARMOUR,0.0,1,16
f40-44,NICOLE MISURA,0.0,1,16
f40-44,NICOLE POWANKUMAR,0.0,1,16
f40-44,RACHEL DEAN,0.0,1,16
f40-44,SAMANTHA JOUBERT,0.0,1,16
f40-44,SARAH BELL,0.0,1,16
f40-44,SARAH BENN ORAVA,0.0,1,16
f40-44,SARAH COLGROVE,0.0,1,16
f40-44,SARAH WEBSTER,0.0,1,16
f40-44,SERENA PONOMAREV,0.0,1,16
f40-44,SHANNON JOHNS,0.0,1,16
f40-44,SHIMA MIRKARIMI,0.0,1,16
f40-44,STEPH OUE,0.0,1,16
f40-44,TYLA HARRIGAN,0.0,1,16
f40-44,VANESSA LUPTON,0.0,1,16
f45-49,CAROLYN CROXALL,280.0,3,1
f45-49,AMANDA YATES,185.0,2,2
f45-49,CHRISTINE KENNEDY,185.0,3,3
f45-49,SHARON WADDELL,180.0,2,4
f45-49,LEXY FOGEL,150.0,2,5
f45-49,ELISABET LESPERANCE,150.0,2,6
f45-49,ERICA KOKIW,140.0,3,7
f45-49,ALLISON MCGARRY,130.0,2,8
f45-49,VANESSA WHITE,120.0,2,9
f45-49,BLAIRE KNIAZIEW GERVAIS,100.0,1,10
f45-49,MADALYN MARCUS,100.0,1,10
f45-49,MELISSA AUBERTIN-COUTU,100.0,1,10
f45-49,TARA POSTNIKOFF,100.0,1,10
f45-49,VERONIC BEZAIRE,100.0,1,10
f45-49,CHERYL SMITS,90.0,1,11
f45-49,ELIZABETH MOKRUSA,90.0,1,11
f45-49,NEVINE HANNA,90.0,1,11
f45-49,SHAUNA CARPENTER,90.0,1,11
f45-49,BONNIE VANDERENDE,85.0,1,12
f45-49,ERIKA CHAMBERLAIN,85.0,1,12
f45-49,KAREN STEWART,85.0,1,12
f45-49,KIMBERLEY MOORE,85.0,1,12
f45-49,MARINA FOUNTIKOVA,85.0,1,12
f45-49,MICHAELA SCRIMGER,85.0,1,12
f45-49,SARAH THOMPSON,85.0,1,12
f45-49,CAROLINE LEE,80.0,1,13
f45-49,COURTNEY SHERWIN,80.0,1,13
f45-49,DIANA GONZALEZ,80.0,1,13
f45-49,KAREN CHEEK,80.0,1,13
f45-49,KRISTEN SCHROEDER,80.0,1,13
f45-49,LESLEY RUDY,80.0,1,13
f45-49,ALEISHA STEVENS,75.0,2,14
f45-49,KATHY SCHIEDEL,75.0,1,14
f45-49,MARIE GELY,75.0,1,14
f45-49,MICHELLE GRIFFITH,75.0,2,14
f45-49,MICHELLE STONE,75.0,1,14
f45-49,AMANDA LANDRE,70.0,1,15
f45-49,EMILY NORCLIFFE,70.0,1,15
f45-49,JEN MCLEISH,70.0,1,15
f45-49,JUSTYNA MITTELSTAEDT,70.0,1,15
f45-49,KAREN VIANNA,70.0,1,15
f45-49,CATRIONA MILL,65.0,1,16
f45-49,CLAIRE MCNABB,65.0,1,16
f45-49,JOANNA SZRAMEK PALERMO,65.0,1,16
f45-49,KENIA SOUSA,65.0,1,16
f45-49,PILI MORALES,65.0,1,16
f45-49,SARAH COLMAN,65.0,1,16
f45-49,SHANNON BONNEY,65.0,2,16
f45-49,AGNES IMANI,60.0,1,17
f45-49,CRISTINA DEGUARA,60.0,1,17
f45-49,KIM KNIGHT,60.0,1,17
f45-49,SARAH KEAY,60.0,1,17
f45-49,SUZANNE WALKER,60.0,1,17
f45-49,DANIELLE HUTCHESON,55.0,1,18
f45-49,JENN MACDONALD,55.0,1,18
f45-49,JESSICA LEIGH,55.0,1,18
f45-49,MONIQUE BAETE,55.0,1,18
f45-49,ALICE BARNETT,50.0,3,19
f45-49,KATHERINE MARTINEAU,50.0,1,19
f45-49,SABINA DIZDAR,50.0,1,19
f45-49,SARAH MATCHETT,50.0,1,19
f45-49,AMY RUMSBY,0.0,1,20
f45-49,ANA RUGAMAS,0.0,1,20
f45-49,ANDREA LAWSON,0.0,1,20
f45-49,ANDREA LEE,0.0,1,20
f45-49,ANNA MARIA DEL COL,0.0,1,20
f45-49,CAROL-ANN RYAN FOLLWELL,0.0,1,20
f45-49,CAROLINE MCISAAC,0.0,1,20
f45-49,CHARLOTTE SERPA,0.0,1,20
f45-49,CHRISTINE RICKARD,0.0,1,20
f45-49,EMILY QUEENAN,0.0,1,20
f45-49,EMMY KELLY,0.0,1,20
f45-49,ERIN DYSART,0.0,1,20
f45-49,HILARY MASEMANN,0.0,1,20
f45-49,JENN DONVILLE,0.0,1,20
f45-49,JILL ROQUE,0.0,1,20
f45-49,JOANNA NELKEN,0.0,1,20
f45-49,JOANNA PALERMO,0.0,1,20
f45-49,JOHANA GOMEZ INOJOSA,0.0,1,20
f45-49,JOSMAR GOMEZ INOJOSA,0.0,1,20
f45-49,JULIA MARKO,0.0,1,20
f45-49,KATHERINE FRASER,0.0,1,20
f45-49,KERRI DEVINE,0.0,1,20
f45-49,KIMBERLY ENSS,0.0,1,20
f45-49,KRISTA CARDAMONE,0.0,1,20
f45-49,LAMIAA EL GHANDOUR,0.0,1,20
f45-49,LAURIE FASOLA,0.0,1,20
f45-49,LINDA LIUTKUS,0.0,1,20
f45-49,LINH NGUYEN,0.0,1,20
f45-49,LISA CORCORAN,0.0,1,20
f45-49,LORI LIGGESMEYER,0.0,1,20
f45-49,LORI MARTIN,0.0,1,20
f45-49,LUCIANA RODRIGUES,0.0,1,20
f45-49,MAGGIE O'CONNOR,0.0,1,20
f45-49,MARCIA PRADO,0.0,1,20
f45-49,MICHELE GRENIER,0.0,1,20
f45-49,NATALIE MEDAK,0.0,1,20
f45-49,RACHEL CHAMBERLAIN,0.0,1,20
f45-49,REBECCA BARNETT,0.0,1,20
f45-49,SHANA HANDRIGAN,0.0,1,20
f45-49,SHANNON WAGLER,0.0,1,20
f45-49,SHELLY DHINGRA,0.0,1,20
f45-49,STACEY MARJERRISON,0.0,1,20
f45-49,VANESSA COOK,0.0,1,20
f45-49,YASMINE KHALIL,0.0,1,20
f50-54,DENISE LUYT,290.0,3,1
f50-54,KYRA PATERSON,250.0,3,2
f50-54,CHERYL VAN DER MARK,215.0,3,3
f50-54,ULI BARDA,200.0,3,4
f50-54,BETHANY SCHEURING,180.0,2,5
f50-54,SANDRA MEDD,180.0,2,5
f50-54,NATHALIE CHIASSON,175.0,2,6
f50-54,CAROLINE BRETON,145.0,2,7
f50-54,SUSAN SNOOK,145.0,2,7
f50-54,LEEANNE MACDOUGALL,110.0,2,8
f50-54,JANET BANNISTER,100.0,1,9
f50-54,JENNIFER GLASS,100.0,1,9
f50-54,JULIE PICHE,100.0,1,9
f50-54,MELANIE MAR,100.0,1,9
f50-54,PARASTOU JADIDI,100.0,1,9
f50-54,WENDY BRITTON,100.0,1,9
f50-54,TANIS FEASBY,90.0,1,10
f50-54,AMY APPELLE,85.0,1,11
f50-54,ELAINE D'AOUST,85.0,1,11
f50-54,LISA MCCARTAN,85.0,1,11
f50-54,MARY CAMERON,85.0,1,11
f50-54,SHANNON RIEKENBRAUCK,85.0,1,11
f50-54,GRAINNE CARBERRY,80.0,1,12
f50-54,KIM GROOTVELD,80.0,1,12
